tourney_year_id,tourney_order,tourney_type,tourney_name,tourney_id,tourney_slug,tourney_location,tourney_date,year,tourney_month,tourney_day,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id
2003-605,68,ATP Finals,Tennis Masters Cup,605,tennis-masters-cup,,2003.11.10,2003,11,10,8,8,Outdoor,Hard,"$3,700,000",USD,3700000,/en/scores/archive/tennis-masters-cup/605/2003/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
tourney_year_id,tourney_order,tourney_type,tourney_name,tourney_id,tourney_slug,tourney_location,tourney_date,year,tourney_month,tourney_day,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id
2004-451,1,,Doha,451,doha,Doha,2004.01.05,2004,1,5,32,16,Outdoor,Hard,"$1,000,000",USD,1000000,/en/scores/archive/doha/451/2004/results,Nicolas Escude,/en/players/nicolas-escude/e140/overview,nicolas-escude,e140,Martin Damm,/en/players/martin-damm/d214/overview,martin-damm,d214,Cyril Suk,/en/players/cyril-suk/s329/overview,cyril-suk,s329
2004-7308,2,,Adelaide,7308,adelaide,Adelaide,2004.01.05,2004,1,5,32,16,Outdoor,Hard,"$380,000",USD,380000,/en/scores/archive/adelaide/7308/2004/results,Dominik Hrbaty,/en/players/dominik-hrbaty/h377/overview,dominik-hrbaty,h377,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2004-891,3,,Chennai,891,chennai,Chennai,2004.01.05,2004,1,5,32,16,Outdoor,Hard,"$380,000",USD,380000,/en/scores/archive/chennai/891/2004/results,Carlos Moya,/en/players/carlos-moya/m605/overview,carlos-moya,m605,Rafael Nadal,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409,Tommy Robredo,/en/players/tommy-robredo/r419/overview,tommy-robredo,r419
2004-301,4,,Auckland,301,auckland,Auckland,2004.01.12,2004,1,12,32,16,Outdoor,Hard,"$404,000",USD,404000,/en/scores/archive/auckland/301/2004/results,Dominik Hrbaty,/en/players/dominik-hrbaty/h377/overview,dominik-hrbaty,h377,Mahesh Bhupathi,/en/players/mahesh-bhupathi/b471/overview,mahesh-bhupathi,b471,Fabrice Santoro,/en/players/fabrice-santoro/s424/overview,fabrice-santoro,s424
2004-338,5,,Sydney,338,sydney,Sydney,2004.01.12,2004,1,12,32,16,Outdoor,Hard,"$380,000",USD,380000,/en/scores/archive/sydney/338/2004/results,Lleyton Hewitt,/en/players/lleyton-hewitt/h432/overview,lleyton-hewitt,h432,Jonas Bjorkman,/en/players/jonas-bjorkman/b446/overview,jonas-bjorkman,b446,Todd Woodbridge,/en/players/todd-woodbridge/w136/overview,todd-woodbridge,w136
2004-580,6,Grand Slam,Australian Open,580,australian-open,Melbourne,2004.01.19,2004,1,19,128,64,Outdoor,Hard,"$6,736,438",USD,6736438,/en/scores/archive/australian-open/580/2004/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Michael Llodra,/en/players/michael-llodra/l428/overview,michael-llodra,l428,Fabrice Santoro,/en/players/fabrice-santoro/s424/overview,fabrice-santoro,s424
2004-408,7,,Milan,408,milan,Milan,2004.02.09,2004,2,9,32,16,Indoor,Carpet,"$380,000",USD,380000,/en/scores/archive/milan/408/2004/results,Antony Dupuis,/en/players/antony-dupuis/d272/overview,antony-dupuis,d272,Jared Palmer,/en/players/jared-palmer/p233/overview,jared-palmer,p233,Pavel Vizner,/en/players/pavel-vizner/v137/overview,pavel-vizner,v137
2004-424,8,,San Jose,424,san-jose,San Jose,2004.02.09,2004,2,9,32,16,Indoor,Hard,"$380,000",USD,380000,/en/scores/archive/san-jose/424/2004/results,Andy Roddick,/en/players/andy-roddick/r485/overview,andy-roddick,r485,James Blake,/en/players/james-blake/b676/overview,james-blake,b676,Mardy Fish,/en/players/mardy-fish/f339/overview,mardy-fish,f339
2004-8996,9,,Vina del Mar,8996,vina-del-mar,Vina Del Mar,2004.02.09,2004,2,9,32,16,Outdoor,Clay,"$333,000",USD,333000,/en/scores/archive/vina-del-mar/8996/2004/results,Fernando Gonzalez,/en/players/fernando-gonzalez/g415/overview,fernando-gonzalez,g415,Juan Ignacio Chela,/en/players/juan-ignacio-chela/c514/overview,juan-ignacio-chela,c514,Gaston Gaudio,/en/players/gaston-gaudio/g374/overview,gaston-gaudio,g374
2004-407,10,,Rotterdam,407,rotterdam,Rotterdam,2004.02.16,2004,2,16,32,16,Indoor,Hard,"$875,505",USD,875505,/en/scores/archive/rotterdam/407/2004/results,Lleyton Hewitt,/en/players/lleyton-hewitt/h432/overview,lleyton-hewitt,h432,Paul Hanley,/en/players/paul-hanley/h421/overview,paul-hanley,h421,Radek Stepanek,/en/players/radek-stepanek/s694/overview,radek-stepanek,s694
2004-402,11,,Memphis,402,memphis,Memphis,2004.02.16,2004,2,16,32,16,Indoor,Hard,"$690,000",USD,690000,/en/scores/archive/memphis/402/2004/results,Joachim Johansson,/en/players/joachim-johansson/j194/overview,joachim-johansson,j194,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2004-506,12,,Buenos Aires,506,buenos-aires,Buenos Aires,2004.02.16,2004,2,16,32,16,Outdoor,Clay,"$380,000",USD,380000,/en/scores/archive/buenos-aires/506/2004/results,Guillermo Coria,/en/players/guillermo-coria/c524/overview,guillermo-coria,c524,Lucas Arnold Ker,/en/players/lucas-arnold-ker/a228/overview,lucas-arnold-ker,a228,Mariano Hood,/en/players/mariano-hood/h322/overview,mariano-hood,h322
2004-496,13,,Marseille,496,marseille,Marseille,2004.02.23,2004,2,23,32,16,Indoor,Hard,"$600,000",USD,600000,/en/scores/archive/marseille/496/2004/results,Dominik Hrbaty,/en/players/dominik-hrbaty/h377/overview,dominik-hrbaty,h377,Mark Knowles,/en/players/mark-knowles/k171/overview,mark-knowles,k171,Daniel Nestor,/en/players/daniel-nestor/n210/overview,daniel-nestor,n210
2004-533,14,,Costa do Sauipe,533,costa-do-sauipe,Costa do Sauipe,2004.02.23,2004,2,23,32,16,Outdoor,Clay,"$380,000",USD,380000,/en/scores/archive/costa-do-sauipe/533/2004/results,Gustavo Kuerten,/en/players/gustavo-kuerten/k293/overview,gustavo-kuerten,k293,Mariusz Fyrstenberg,/en/players/mariusz-fyrstenberg/f364/overview,mariusz-fyrstenberg,f364,Marcin Matkowski,/en/players/marcin-matkowski/m844/overview,marcin-matkowski,m844
2004-495,15,,Dubai,495,dubai,Dubai,2004.03.01,2004,3,1,32,16,Outdoor,Hard,"$1,000,000",USD,1000000,/en/scores/archive/dubai/495/2004/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Mahesh Bhupathi,/en/players/mahesh-bhupathi/b471/overview,mahesh-bhupathi,b471,Fabrice Santoro,/en/players/fabrice-santoro/s424/overview,fabrice-santoro,s424
2004-807,16,,Acapulco,807,acapulco,Acapulco,2004.03.01,2004,3,1,32,16,Outdoor,Clay,"$652,000",USD,652000,/en/scores/archive/acapulco/807/2004/results,Carlos Moya,/en/players/carlos-moya/m605/overview,carlos-moya,m605,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2004-433,17,,Scottsdale,433,scottsdale,Scottsdale,2004.03.01,2004,3,1,32,16,Outdoor,Hard,"$380,000",USD,380000,/en/scores/archive/scottsdale/433/2004/results,Vincent Spadea,/en/players/vincent-spadea/s544/overview,vincent-spadea,s544,Rick Leach,/en/players/rick-leach/l013/overview,rick-leach,l013,Brian MacPhie,/en/players/brian-macphie/m448/overview,brian-macphie,m448
2004-404,18,Masters 1000,ATP Masters 1000 Indian Wells,404,indian-wells,Indian Wells,2004.03.08,2004,3,8,96,32,Outdoor,Hard,"$2,779,000",USD,2779000,/en/scores/archive/indian-wells/404/2004/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Arnaud Clement,/en/players/arnaud-clement/c487/overview,arnaud-clement,c487,Sebastien Grosjean,/en/players/sebastien-grosjean/g379/overview,sebastien-grosjean,g379
2004-403,19,Masters 1000,ATP Masters 1000 Miami,403,miami,Miami,2004.03.22,2004,3,22,96,32,Outdoor,Hard,"$3,450,000",USD,3450000,/en/scores/archive/miami/403/2004/results,Andy Roddick,/en/players/andy-roddick/r485/overview,andy-roddick,r485,Wayne Black,/en/players/wayne-black/b499/overview,wayne-black,b499,Kevin Ullyett,/en/players/kevin-ullyett/u024/overview,kevin-ullyett,u024
2004-468,20,,Estoril,468,estoril,Estoril,2004.04.12,2004,4,12,32,16,Outdoor,Clay,"$525,000",USD,525000,/en/scores/archive/estoril/468/2004/results,Juan Ignacio Chela,/en/players/juan-ignacio-chela/c514/overview,juan-ignacio-chela,c514,Juan Ignacio Chela,/en/players/juan-ignacio-chela/c514/overview,juan-ignacio-chela,c514,Gaston Gaudio,/en/players/gaston-gaudio/g374/overview,gaston-gaudio,g374
2004-573,21,,Valencia,573,valencia,Valencia,2004.04.12,2004,4,12,32,16,Outdoor,Clay,"$400,000",USD,400000,/en/scores/archive/valencia/573/2004/results,Fernando Verdasco,/en/players/fernando-verdasco/v306/overview,fernando-verdasco,v306,Gaston Etlis,/en/players/gaston-etlis/e138/overview,gaston-etlis,e138,Martin Rodriguez,/en/players/martin-rodriguez/r251/overview,martin-rodriguez,r251
2004-717,22,,Houston,717,houston,Houston,2004.04.12,2004,4,12,32,16,Outdoor,Clay,"$380,000",USD,380000,/en/scores/archive/houston/717/2004/results,Tommy Haas,/en/players/tommy-haas/h355/overview,tommy-haas,h355,James Blake,/en/players/james-blake/b676/overview,james-blake,b676,Mardy Fish,/en/players/mardy-fish/f339/overview,mardy-fish,f339
2004-410,23,Masters 1000,ATP Masters 1000 Monte Carlo,410,monte-carlo,Monte Carlo,2004.04.19,2004,4,19,64,24,Outdoor,Clay,"$2,450,000",USD,2450000,/en/scores/archive/monte-carlo/410/2004/results,Guillermo Coria,/en/players/guillermo-coria/c524/overview,guillermo-coria,c524,Tim Henman,/en/players/tim-henman/h336/overview,tim-henman,h336,Nenad Zimonjic,/en/players/nenad-zimonjic/z072/overview,nenad-zimonjic,z072
2004-425,24,,Barcelona,425,barcelona,Barcelona,2004.04.26,2004,4,26,56,24,Outdoor,Clay,"$1,000,000",USD,1000000,/en/scores/archive/barcelona/425/2004/results,Tommy Robredo,/en/players/tommy-robredo/r419/overview,tommy-robredo,r419,Mark Knowles,/en/players/mark-knowles/k171/overview,mark-knowles,k171,Daniel Nestor,/en/players/daniel-nestor/n210/overview,daniel-nestor,n210
2004-308,25,,Munich,308,munich,Munich,2004.04.26,2004,4,26,32,16,Outdoor,Clay,"$380,000",USD,380000,/en/scores/archive/munich/308/2004/results,Nikolay Davydenko,/en/players/nikolay-davydenko/d402/overview,nikolay-davydenko,d402,James Blake,/en/players/james-blake/b676/overview,james-blake,b676,Mark Merklein,/en/players/mark-merklein/m471/overview,mark-merklein,m471
2004-416,26,Masters 1000,ATP Masters 1000 Rome,416,rome,Rome,2004.05.03,2004,5,3,64,24,Outdoor,Clay,"$2,450,000",USD,2450000,/en/scores/archive/rome/416/2004/results,Carlos Moya,/en/players/carlos-moya/m605/overview,carlos-moya,m605,Mahesh Bhupathi,/en/players/mahesh-bhupathi/b471/overview,mahesh-bhupathi,b471,Max Mirnyi,/en/players/max-mirnyi/m595/overview,max-mirnyi,m595
2004-414,27,Masters 1000,ATP Masters 1000 Hamburg,414,hamburg,Hamburg,2004.05.10,2004,5,10,64,24,Outdoor,Clay,"$2,450,000",USD,2450000,/en/scores/archive/hamburg/414/2004/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Wayne Black,/en/players/wayne-black/b499/overview,wayne-black,b499,Kevin Ullyett,/en/players/kevin-ullyett/u024/overview,kevin-ullyett,u024
2004-615,28,,World Team Cup,615,dusseldorf,Dusseldorf,2004.05.17,2004,5,17,64,64,Outdoor,Clay,"$1,850,000",USD,1850000,/en/scores/archive/dusseldorf/615/2004/results,Fernando Gonzalez,/en/players/fernando-gonzalez/g415/overview,fernando-gonzalez,g415,Wayne Arthurs,/en/players/wayne-arthurs/a202/overview,wayne-arthurs,a202,Paul Hanley,/en/players/paul-hanley/h421/overview,paul-hanley,h421
2004-360,29,,Casablanca,360,casablanca,Casablanca,2004.05.17,2004,5,17,32,16,Outdoor,Clay,"$380,000",USD,380000,/en/scores/archive/casablanca/360/2004/results,Santiago Ventura,/en/players/santiago-ventura/v251/overview,santiago-ventura,v251,Enzo Artoni,/en/players/enzo-artoni/a264/overview,enzo-artoni,a264,Fernando Vicente,/en/players/fernando-vicente/v195/overview,fernando-vicente,v195
2004-306,30,,St. Polten,306,st-polten,St. Polten,2004.05.17,2004,5,17,32,16,Outdoor,Clay,"$380,000",USD,380000,/en/scores/archive/st-polten/306/2004/results,Filippo Volandri,/en/players/filippo-volandri/v254/overview,filippo-volandri,v254,Mariano Hood,/en/players/mariano-hood/h322/overview,mariano-hood,h322,Petr Pala,/en/players/petr-pala/p327/overview,petr-pala,p327
2004-520,31,Grand Slam,Roland Garros,520,roland-garros,Paris,2004.05.24,2004,5,24,128,64,Outdoor,Clay,"$7,462,318",USD,7462318,/en/scores/archive/roland-garros/520/2004/results,Gaston Gaudio,/en/players/gaston-gaudio/g374/overview,gaston-gaudio,g374,Xavier Malisse,/en/players/xavier-malisse/m680/overview,xavier-malisse,m680,Olivier Rochus,/en/players/olivier-rochus/r397/overview,olivier-rochus,r397
2004-500,32,,Halle,500,halle,Halle,2004.06.07,2004,6,7,32,16,Outdoor,Grass,"$791,750",USD,791750,/en/scores/archive/halle/500/2004/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Leander Paes,/en/players/leander-paes/p269/overview,leander-paes,p269,David Rikl,/en/players/david-rikl/r203/overview,david-rikl,r203
2004-311,33,,London / Queen's Club,311,london,London,2004.06.07,2004,6,7,56,24,Outdoor,Grass,"$791,750",USD,791750,/en/scores/archive/london/311/2004/results,Andy Roddick,/en/players/andy-roddick/r485/overview,andy-roddick,r485,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2004-741,34,,Nottingham,741,nottingham,Nottingham,2004.06.14,2004,6,14,32,16,Outdoor,Grass,"$380,000",USD,380000,/en/scores/archive/nottingham/741/2004/results,Paradorn Srichaphan,/en/players/paradorn-srichaphan/s675/overview,paradorn-srichaphan,s675,Paul Hanley,/en/players/paul-hanley/h421/overview,paul-hanley,h421,Todd Woodbridge,/en/players/todd-woodbridge/w136/overview,todd-woodbridge,w136
2004-440,35,,'s-Hertogenbosch,440,s-hertogenbosch,s-Hertogenbosch,2004.06.14,2004,6,14,32,16,Outdoor,Grass,"$380,000",USD,380000,/en/scores/archive/s-hertogenbosch/440/2004/results,Michael Llodra,/en/players/michael-llodra/l428/overview,michael-llodra,l428,Martin Damm,/en/players/martin-damm/d214/overview,martin-damm,d214,Cyril Suk,/en/players/cyril-suk/s329/overview,cyril-suk,s329
2004-540,36,Grand Slam,Wimbledon,540,wimbledon,London,2004.06.21,2004,6,21,128,64,Outdoor,Grass,"$8,328,704",USD,8328704,/en/scores/archive/wimbledon/540/2004/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Jonas Bjorkman,/en/players/jonas-bjorkman/b446/overview,jonas-bjorkman,b446,Todd Woodbridge,/en/players/todd-woodbridge/w136/overview,todd-woodbridge,w136
2004-314,37,,Gstaad,314,gstaad,Gstaad,2004.07.05,2004,7,5,32,16,Outdoor,Clay,"$544,750",USD,544750,/en/scores/archive/gstaad/314/2004/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Leander Paes,/en/players/leander-paes/p269/overview,leander-paes,p269,David Rikl,/en/players/david-rikl/r203/overview,david-rikl,r203
2004-316,38,,Bastad,316,bastad,Bastad,2004.07.05,2004,7,5,32,16,Outdoor,Clay,"$380,000",USD,380000,/en/scores/archive/bastad/316/2004/results,Mariano Zabaleta,/en/players/mariano-zabaleta/z073/overview,mariano-zabaleta,z073,Jonas Bjorkman,/en/players/jonas-bjorkman/b446/overview,jonas-bjorkman,b446,Mahesh Bhupathi,/en/players/mahesh-bhupathi/b471/overview,mahesh-bhupathi,b471
2004-315,39,,Newport,315,newport,Newport,2004.07.05,2004,7,5,32,16,Outdoor,Grass,"$380,000",USD,380000,/en/scores/archive/newport/315/2004/results,Greg Rusedski,/en/players/greg-rusedski/r237/overview,greg-rusedski,r237,Jordan Kerr,/en/players/jordan-kerr/k364/overview,jordan-kerr,k364,Jim Thomas,/en/players/jim-thomas/t213/overview,jim-thomas,t213
2004-321,40,,Stuttgart,321,stuttgart,Stuttgart,2004.07.12,2004,7,12,48,16,Outdoor,Clay,"$614,750",USD,614750,/en/scores/archive/stuttgart/321/2004/results,Guillermo Canas,/en/players/guillermo-canas/c433/overview,guillermo-canas,c433,Jiri Novak,/en/players/jiri-novak/n254/overview,jiri-novak,n254,Radek Stepanek,/en/players/radek-stepanek/s694/overview,radek-stepanek,s694
2004-317,41,,Amersfoort,317,amersfoort,Amersfoort,2004.07.12,2004,7,12,32,16,Outdoor,Clay,"$380,000",USD,380000,/en/scores/archive/amersfoort/317/2004/results,Martin Verkerk,/en/players/martin-verkerk/v232/overview,martin-verkerk,v232,Jaroslav Levinsky,/en/players/jaroslav-levinsky/l391/overview,jaroslav-levinsky,l391,David Skoch,/en/players/david-skoch/s552/overview,david-skoch,s552
2004-423,42,,Los Angeles,423,los-angeles,Los Angeles,2004.07.12,2004,7,12,32,16,Outdoor,Hard,"$380,000",USD,380000,/en/scores/archive/los-angeles/423/2004/results,Tommy Haas,/en/players/tommy-haas/h355/overview,tommy-haas,h355,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2004-319,43,,Kitzbuhel,319,kitzbuhel,Kitzbuhel,2004.07.19,2004,7,19,48,16,Outdoor,Clay,"$800,000",USD,800000,/en/scores/archive/kitzbuhel/319/2004/results,Nicolas Massu,/en/players/nicolas-massu/m655/overview,nicolas-massu,m655,Frantisek Cermak,/en/players/frantisek-cermak/c445/overview,frantisek-cermak,c445,Leos Friedl,/en/players/leos-friedl/f299/overview,leos-friedl,f299
2004-419,44,,Indianapolis,419,indianapolis,Indianapolis,2004.07.19,2004,7,19,48,16,Outdoor,Hard,"$600,000",USD,600000,/en/scores/archive/indianapolis/419/2004/results,Andy Roddick,/en/players/andy-roddick/r485/overview,andy-roddick,r485,Jordan Kerr,/en/players/jordan-kerr/k364/overview,jordan-kerr,k364,Jim Thomas,/en/players/jim-thomas/t213/overview,jim-thomas,t213
2004-439,45,,Umag,439,umag,Umag,2004.07.19,2004,7,19,32,16,Outdoor,Clay,"$395,750",USD,395750,/en/scores/archive/umag/439/2004/results,Guillermo Canas,/en/players/guillermo-canas/c433/overview,guillermo-canas,c433,Jose Acasuso,/en/players/jose-acasuso/a389/overview,jose-acasuso,a389,Flavio Saretta,/en/players/flavio-saretta/s876/overview,flavio-saretta,s876
2004-421,46,Masters 1000,ATP Masters 1000 Canada,421,toronto,Toronto,2004.07.26,2004,7,26,64,24,Outdoor,Hard,"$2,564,000",USD,2564000,/en/scores/archive/toronto/421/2004/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Mahesh Bhupathi,/en/players/mahesh-bhupathi/b471/overview,mahesh-bhupathi,b471,Leander Paes,/en/players/leander-paes/p269/overview,leander-paes,p269
2004-422,47,Masters 1000,ATP Masters 1000 Cincinnati,422,cincinnati,Cincinnati,2004.08.02,2004,8,2,64,24,Outdoor,Hard,"$2,450,000",USD,2450000,/en/scores/archive/cincinnati/422/2004/results,Andre Agassi,/en/players/andre-agassi/a092/overview,andre-agassi,a092,Mark Knowles,/en/players/mark-knowles/k171/overview,mark-knowles,k171,Daniel Nestor,/en/players/daniel-nestor/n210/overview,daniel-nestor,n210
2004-475,48,,Sopot,475,sopot,Sopot,2004.08.09,2004,8,9,32,16,Outdoor,Clay,"$500,000",USD,500000,/en/scores/archive/sopot/475/2004/results,Rafael Nadal,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409,Frantisek Cermak,/en/players/frantisek-cermak/c445/overview,frantisek-cermak,c445,Leos Friedl,/en/players/leos-friedl/f299/overview,leos-friedl,f299
2004-418,49,,Washington,418,washington,Washington,2004.08.16,2004,8,16,32,16,Outdoor,Hard,"$500,000",USD,500000,/en/scores/archive/washington/418/2004/results,Lleyton Hewitt,/en/players/lleyton-hewitt/h432/overview,lleyton-hewitt,h432,Chris Haggard,/en/players/chris-haggard/h340/overview,chris-haggard,h340,Robbie Koenig,/en/players/robbie-koenig/k219/overview,robbie-koenig,k219
2004-96,50,,Athens Olympics,96,athens,Athens,2004.08.16,2004,8,16,64,32,Outdoor,Hard,,,,/en/scores/archive/athens/96/2004/results,Nicolas Massu,/en/players/nicolas-massu/m655/overview,nicolas-massu,m655,Fernando Gonzalez,/en/players/fernando-gonzalez/g415/overview,fernando-gonzalez,g415,Nicolas Massu,/en/players/nicolas-massu/m655/overview,nicolas-massu,m655
2004-441,51,,Long Island,441,long-island,Long Island,2004.08.23,2004,8,23,32,16,Outdoor,Hard,"$380,000",USD,380000,/en/scores/archive/long-island/441/2004/results,Lleyton Hewitt,/en/players/lleyton-hewitt/h432/overview,lleyton-hewitt,h432,Antony Dupuis,/en/players/antony-dupuis/d272/overview,antony-dupuis,d272,Michael Llodra,/en/players/michael-llodra/l428/overview,michael-llodra,l428
2004-560,52,Grand Slam,US Open,560,us-open,New York,2004.08.30,2004,8,30,128,64,Outdoor,Hard,"$7,696,000",USD,7696000,/en/scores/archive/us-open/560/2004/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Mark Knowles,/en/players/mark-knowles/k171/overview,mark-knowles,k171,Daniel Nestor,/en/players/daniel-nestor/n210/overview,daniel-nestor,n210
